0.   0.   0.   0.   0.   0.   0.   0.   0.   0.875890729   0.875975468   0.875721423   0.   0.   0.875790538   0.875721423   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.887065094   0.887299852   0.883143304   0.   0.   0.887143778   0.883143304   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.775667551   0.838600419   0.   0.   0.819030162   0.827186283   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
0.   0.   0.   0.   0.   0.   0.   0.   0.   0.885971545   0.886019011   0.885777503   0.   0.   0.885845347   0.885777503   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.895672541   0.895826782   0.892808793   0.   0.   0.895680408   0.892808793   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.79842871    0.861835552   0.   0.   0.842018486   0.85008527    0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
0.   0.   0.   0.   0.   0.   0.   0.   0.   0.895322496   0.895321606   0.895057857   0.   0.   0.895158382   0.895057857   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.903617716   0.903682968   0.901568821   0.   0.   0.903545404   0.901568821   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.819876639   0.883689347   0.   0.   0.863897367   0.871656947   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
0.   0.   0.   0.   0.   0.   0.   0.   0.   0.903795021   0.903791218   0.903566123   0.   0.   0.903637867   0.903566123   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.910831583   0.910805539   0.909388216   0.   0.   0.91067611    0.909388216   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.839742175   0.90386444    0.   0.   0.88410517    0.891597854   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
0.   0.   0.   0.   0.   0.   0.   0.   0.   0.911423823   0.911314428   0.91118451    0.   0.   0.911170778   0.91118451    0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.917265655   0.917153118   0.916256258   0.   0.   0.917031315   0.916256258   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.857804637   0.92213137    0.   0.   0.901990226   0.909684687   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
0.   0.   0.   0.   0.   0.   0.   0.   0.   0.918127689   0.917963842   0.917879861   0.   0.   0.91782896    0.917879861   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.922848217   0.922656891   0.922138464   0.   0.   0.922542217   0.922138464   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.873985278   0.938365586   0.   0.   0.918243095   0.925787189   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
0.   0.   0.   0.   0.   0.   0.   0.   0.   0.923914259   0.923698024   0.923660346   0.   0.   0.923571023   0.923660346   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.927694007   0.927435805   0.927183635   0.   0.   0.927327757   0.927183635   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.888175508   0.952506758   0.   0.   0.932210062   0.939852953   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
0.   0.   0.   0.   0.   0.   0.   0.   0.   0.928816205   0.928548488   0.928557201   0.   0.   0.928429102   0.928557201   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.93178268    0.931467621   0.931398396   0.   0.   0.931365617   0.931398396   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.900401933   0.964531413   0.   0.   0.944457177   0.951887675   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
0.   0.   0.   0.   0.   0.   0.   0.   0.   0.932894421   0.932578582   0.932632675   0.   0.   0.93246628    0.932632675   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.935176805   0.934813406   0.934869338   0.   0.   0.934717009   0.934869338   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.910752362   0.974616274   0.   0.   0.95478277    0.962024274   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
0.   0.   0.   0.   0.   0.   0.   0.   0.   0.936224461   0.93586302    0.935960857   0.   0.   0.935757204   0.935960857   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.937944599   0.937539095   0.937680824   0.   0.   0.937447999   0.937680824   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.919375567   0.982976919   0.   0.   0.963221977   0.970433974   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
