CJ15_AV18
 LAMBDA       0.22680        0.0000    
 a0uv          2.0120        0.0000    
 a1uv         0.57727       0.31193E-01
 a2uv          3.5930       0.16367E-01
 a3uv          0.0000        0.0000    
 a4uv          4.5869       0.85469    
 a5uv          0.0000        0.0000    
 a0dv          24.804        0.0000    
 a1dv          1.1661       0.43172E-01
 a2dv          6.4359       0.25407    
 a3dv         -3.4043       0.12638    
 a4dv          4.4425       0.19384    
 a5dv          0.0000        0.0000    
 a0ud         0.14468       0.54043E-02
 a1ud        -0.20906       0.40030E-02
 a2ud          8.6443       0.23441    
 a3ud          0.0000        0.0000    
 a4ud          15.216        1.5733    
 a5ud          0.0000        0.0000    
 a0du          35712.        0.0000    
 a1du          4.2351       0.14096    
 a2du          20.864        1.3980    
 a3du          17.000        0.0000    
 a4du          61.630        16.698    
 a0g           45.351        0.0000    
 a1g          0.60313       0.28891E-01
 a2g           5.6004       0.73765    
 a3g          -3.3712       0.11366    
 a4g           3.1585       0.23663    
 a5g           0.0000        0.0000    
 kappa        0.40000        0.0000    
 a6dv        -0.15491E-05   0.25524E-02
 a7dv          2.0000        0.0000    
 off1        -0.82721E-01   0.12424    
 off2         -1.2834       0.91349    
 off3          2.4329        1.6552    
 ht1          -4.7242        1.4057    
 ht2           2.3786       0.23265    
 ht3          -2.1234       0.31883E-01
 ht4           2.7602       0.18138    
 dummy41       0.0000        0.0000    
 dummy42       0.0000        0.0000    
 dummy43       0.0000        0.0000    
 dummy44       0.0000        0.0000    
 dummy45       0.0000        0.0000    
 dummy46       0.0000        0.0000    
 dummy47       0.0000        0.0000    
 dummy48       0.0000        0.0000    
 dummy49       0.0000        0.0000    
 bcdmsh2      0.97146       0.49240E-02
 bcdmsd2      0.99410       0.59110E-02
 ccfr          1.0000        0.0000    
 nutev         1.0000        0.0000    
 zeus         0.97998        0.0000    
 h1            1.0162        0.0000    
 e605          1.0319        0.0000    
 NmcH2         1.0067       0.71589E-02
 ntv_nu        1.0000        0.0000    
 ntv_nuba      1.0000        0.0000    
 cdf_jet      0.98910        0.0000    
 d0_jet       0.83504        0.0000    
 slac_p        1.0028       0.49716E-02
 slac_d        1.0023       0.53919E-02
 e866pp       0.97979       0.23134E-01
 e866pd       0.93943       0.19054E-01
 d0_gamje      1.0426       0.16618E-01
 h1b          0.97608        0.0000    
 jlab_p       0.98624       0.58856E-02
 jlab_d       0.97699       0.60906E-02
 blank         1.0000        0.0000    
 d0run2       0.95182       0.15469E-01
 cdfrun2      0.93703       0.17837E-01
 HERA_el       1.0000        0.0000    
 HERA_ps       1.0000        0.0000    
 CDF_Z        0.95536       0.68345E-02
 NmcRat        1.0000        0.0000    
 BNS_F2nd     0.94850       0.87732E-02
 HERMES_F     0.99545       0.56773E-02
 HERMES_F     0.97840       0.58938E-02
END 0. 0.
 6,0,  'test_N_all',   100,10114, 1.691,500. 0.,1.,0.0,10000.,0.,1.,1,1,0
999,0,'dummy',       0,    0,   0.,0.,0.,0.,0.,0.,0.,0.,       0,0,0
0,6,1,1.69,7,1
4.5,12
0
CJ15 AV18 final data choices
/EOF
132,5,'D0_Wasy',   100,    0,   0.,0.,0.,0.,0.,0.,0.,0.,       1,0,0
10,7,  'slac_dpo',  100,10814, 1.691,500.,0.,1.,3.5, 1000.,0.,1.,1,1,1
 5,1,  'slac_p_reb', 62,    0, 1.691,500. 0.,1.,3.0,10000.,0.,1.,1,1,1
 6,2,  'slac_d_reb', 63,10814, 1.691,500.,0.,1.,3.0,10000.,0.,1.,1,1,1
 
off3          0.36419      0.00000

